sale_id;branch_id;shoe_id;sale_date;َquantity_sold;total_price
937249;1;BA831;22.10.2024;2;240
162468;1;SA495;04.10.2024;2;300
827073;2;BO185;22.11.2024;1;300
581948;1;CA295;10.09.2024;1;190
675083;1;FO440;04.10.2024;2;460
718852;2;SA341;17.11.2024;3;450
625488;1;SN119;13.10.2024;4;720
734276;3;SN213;02.02.2024;2;360
759685;1;CA807;28.01.2024;2;380
702712;3;SA154;16.03.2024;2;300
817511;2;HE540;17.02.2024;3;750
685485;3;FO693;30.03.2024;1;230
283329;3;BA939;10.02.2024;1;120
998917;3;BO247;24.05.2024;2;600
830123;1;FO196;23.04.2024;2;460
300524;2;SN147;22.10.2024;2;360
571768;1;SN147;15.05.2024;4;720
196864;1;BO790;11.11.2024;4;1200
118947;3;HE560;23.01.2024;4;1000
500103;1;BA884;08.10.2024;1;120
877349;3;CA567;16.10.2024;4;760
625406;1;HE698;13.08.2024;1;250
242788;1;FO675;17.11.2024;2;460
867527;2;BA547;10.06.2024;4;480
580648;3;BA816;24.06.2024;2;240
844817;2;HE915;18.08.2024;3;750
425439;1;SA219;15.01.2024;4;600
788116;3;CA901;22.06.2024;4;760
136003;1;FO540;10.02.2024;3;690
257216;1;FO988;03.08.2024;1;230
721617;1;SA729;20.10.2024;2;300
289641;2;CA472;16.04.2024;3;570
151278;1;BA120;22.02.2024;1;120
767553;3;FO529;12.07.2024;3;690
533390;2;BA694;01.10.2024;1;120
143898;2;SN905;02.11.2024;3;540
304464;2;BA872;16.05.2024;4;480
377334;1;BA941;04.09.2024;2;240
622798;3;BA672;17.02.2024;2;240
145163;1;SN992;07.05.2024;4;720
861241;3;BA525;22.11.2024;1;120
740995;3;BA760;15.05.2024;3;360
925218;3;BA751;11.05.2024;1;120
651446;2;SN743;14.07.2024;3;540
303836;1;FO149;08.01.2024;2;460
411077;3;BA929;16.10.2024;3;360
547408;3;FO455;09.03.2024;1;230
974323;1;SA720;29.04.2024;4;600
674883;1;FO607;19.04.2024;1;230
453263;3;HE698;18.06.2024;4;1000
967446;1;SN119;01.06.2024;1;180
637175;1;BA947;04.12.2024;4;480
587232;3;BA528;08.12.2024;1;120
156145;1;SA210;31.10.2024;1;150
411111;3;SA167;28.05.2024;2;300
301016;2;CA376;20.06.2024;2;380
227810;2;SN401;28.08.2024;1;180
764726;2;SN213;29.09.2024;2;360
532512;1;SA600;21.05.2024;3;450
574532;1;BO948;21.01.2024;1;300
107490;2;SN571;21.04.2024;1;180
953007;1;SA807;10.04.2024;2;300
612936;2;BO737;15.12.2024;3;900
163803;2;SN512;28.10.2024;3;540
943030;2;HE508;02.07.2024;1;250
458636;1;BA325;26.02.2024;4;480
589751;2;FO369;27.12.2024;3;690
698661;2;CA514;03.12.2024;3;570
297121;1;BA975;19.10.2024;1;120
168828;3;FO988;14.03.2024;1;230
198267;2;BA971;06.02.2024;4;480
794845;1;FO997;30.04.2024;2;460
854068;2;SA219;17.07.2024;2;300
186880;1;HE783;18.12.2024;2;500
657332;2;SN731;08.09.2024;2;360
982716;2;CA798;18.12.2024;4;760
980291;1;BO305;18.10.2024;4;1200
258676;2;FO632;13.08.2024;3;690
306022;2;BO420;19.01.2024;1;300
353790;2;HE595;08.04.2024;2;500
752274;3;FO997;29.08.2024;2;460
295482;3;BA856;28.08.2024;1;120
584653;2;SN398;16.07.2024;2;360
382998;2;FO429;10.12.2024;3;690
962177;1;CA540;05.02.2024;1;190
834001;1;HE560;15.07.2024;2;500
228657;3;BO948;28.06.2024;3;900
954788;1;HE530;21.03.2024;1;250
841972;3;BO934;05.07.2024;4;1200
386800;1;SN611;28.11.2024;4;720
649727;1;BA781;06.01.2024;3;360
104243;1;BA939;13.07.2024;2;240
344752;3;BO995;18.09.2024;1;300
350339;2;HE549;01.08.2024;1;250
232894;3;FO455;30.04.2024;3;690
414750;2;CA686;27.01.2024;4;760
376864;2;CA669;01.02.2024;4;760
738451;3;BA872;10.12.2024;3;360
237939;2;SA195;09.09.2024;1;150
684250;2;SN766;03.02.2024;4;720
225599;1;SN683;17.07.2024;1;180
957012;2;BA771;19.08.2024;3;360
300865;1;FO445;01.12.2024;4;920
378622;2;CA293;09.05.2024;1;190
107975;2;FO445;09.06.2024;3;690
327028;2;BO705;17.09.2024;3;900
948348;2;BA736;28.12.2024;1;120
917238;2;SN497;18.10.2024;2;360
746405;2;SN713;08.08.2024;2;360
603424;2;SN211;17.10.2024;2;360
268314;3;CA686;09.06.2024;3;570
930817;3;FO787;11.02.2024;3;690
569592;2;SA934;18.02.2024;1;150
531890;1;BA325;11.02.2024;2;240
169976;3;BA784;13.07.2024;3;360
690817;1;BO995;07.06.2024;4;1200
284954;2;HE292;27.12.2024;1;250
814534;3;SN743;10.02.2024;2;360
715112;3;SA627;18.09.2024;3;450
459495;2;BA939;04.05.2024;4;480
546439;3;FO988;31.10.2024;3;690
204779;3;SN644;18.08.2024;3;540
120779;1;BA290;18.04.2024;3;360
527588;2;SA343;04.05.2024;4;600
352019;1;BO125;23.06.2024;3;900
400417;1;SN743;01.02.2024;1;180
717538;1;FO622;05.04.2024;2;460
280185;3;SA495;04.09.2024;1;150
402037;3;SN710;27.02.2024;4;720
720164;3;BA332;23.11.2024;2;240
127409;1;BO920;28.09.2024;4;1200
608413;3;HE698;15.12.2024;3;750
986342;3;HE636;26.04.2024;1;250
404622;2;SA793;11.09.2024;3;450
800639;1;CA274;02.08.2024;4;760
114979;1;CA542;29.11.2024;1;190
931540;1;BO455;30.08.2024;2;600
191597;3;BO455;27.03.2024;2;600
150757;1;CA166;16.09.2024;1;190
936392;1;CA807;05.01.2024;3;570
310095;3;BA884;17.04.2024;2;240
806141;1;FO392;12.03.2024;3;690
370448;2;BA473;22.12.2024;1;120
984443;1;SA437;08.06.2024;3;450
463532;2;CA765;21.09.2024;3;570
457421;2;FO632;06.01.2024;3;690
899180;1;BA781;19.01.2024;1;120
107979;1;HE636;11.09.2024;2;500
329326;3;CA895;15.10.2024;4;760
251040;2;BA522;16.04.2024;2;240
929177;2;CA895;09.08.2024;1;190
622907;3;HE547;22.10.2024;2;500
276276;3;FO609;19.06.2024;3;690
854827;3;HE460;15.10.2024;4;1000
152741;3;SN512;17.12.2024;4;720
798013;3;CA623;14.04.2024;4;760
786727;2;HE540;12.11.2024;2;500
202067;2;FO607;19.05.2024;1;230
974696;2;BA863;25.06.2024;1;120
405944;3;BO241;22.02.2024;3;900
346517;3;SA856;04.10.2024;2;300
205381;3;SA793;16.03.2024;2;300
236462;2;CA794;09.05.2024;2;380
970473;1;SN611;13.01.2024;3;540
440548;3;BA528;25.03.2024;2;240
764735;3;FO356;19.05.2024;1;230
533557;3;BA174;23.09.2024;1;120
443407;2;BA247;17.04.2024;1;120
735695;2;SN735;24.10.2024;1;180
753467;3;BA120;08.10.2024;1;120
853794;3;HE104;21.12.2024;1;250
379389;1;BA816;18.08.2024;2;240
626400;1;SN398;05.11.2024;1;180
913518;1;CA492;09.01.2024;4;760
234361;1;SA627;11.05.2024;2;300
960071;1;BO305;24.06.2024;3;900
132067;1;FO704;19.01.2024;3;690
420480;1;SA627;09.11.2024;2;300
962068;1;BA174;21.06.2024;3;360
243353;1;BA325;20.10.2024;4;480
539122;2;CA234;03.06.2024;3;570
811980;3;CA567;11.08.2024;2;380
476138;2;HE560;12.04.2024;1;250
735173;1;BO158;18.07.2024;3;900
394873;1;BA434;05.11.2024;3;360
841850;1;SA911;15.10.2024;2;300
149566;3;SA911;23.10.2024;3;450
257428;1;BO284;05.07.2024;3;900
943517;1;SA725;19.06.2024;3;450
591504;3;BA547;02.06.2024;1;120
688664;2;BA290;08.04.2024;2;240
252476;1;SN144;12.12.2024;2;360
947509;3;BA184;24.09.2024;1;120
964105;3;SN871;05.05.2024;1;180
234244;2;SN483;25.06.2024;2;360
584035;3;SN529;05.08.2024;1;180
904390;3;SA437;15.07.2024;3;450
212869;3;CA293;01.04.2024;3;570
432535;3;SN689;17.03.2024;4;720
287753;3;SN483;20.11.2024;3;540
186987;3;HE530;26.08.2024;2;500
536377;1;BA332;16.03.2024;3;360
226536;1;SA991;02.07.2024;2;300
727464;3;BA745;08.02.2024;2;240
887622;3;SA934;25.05.2024;3;450
216449;3;SA167;13.12.2024;4;600
545106;1;BO280;23.07.2024;3;900
274865;2;SN144;03.05.2024;4;720
140772;3;HE601;05.01.2024;1;250
143583;1;BO280;09.06.2024;4;1200
477010;1;FO588;14.04.2024;1;230
211096;3;BA174;23.01.2024;1;120
884289;1;BA249;20.10.2024;4;480
251505;3;SA154;20.07.2024;4;600
579370;1;SN138;28.07.2024;4;720
698739;2;CA293;24.06.2024;3;570
954083;1;FO196;13.02.2024;4;920
429828;2;SA343;09.07.2024;1;150
549024;2;CA785;11.04.2024;3;570
649396;1;FO632;12.12.2024;1;230
473822;3;SA770;05.11.2024;3;450
249250;3;BO623;29.08.2024;4;1200
602919;2;BA797;23.07.2024;2;240
503462;2;FO787;08.10.2024;4;920
182638;3;BO276;17.11.2024;4;1200
560656;3;BA863;26.07.2024;2;240
146608;3;BO118;09.06.2024;4;1200
328343;2;SA840;10.12.2024;1;150
106298;2;BO927;20.12.2024;2;600
422473;1;HE206;07.10.2024;3;750
601475;3;FO607;06.09.2024;2;460
228207;3;CA686;14.02.2024;1;190
287125;1;BA590;06.04.2024;3;360
969927;3;CA472;11.02.2024;3;570
784191;3;HE658;19.06.2024;4;1000
413501;1;CA252;20.06.2024;1;190
550811;2;SA674;18.01.2024;1;150
190028;3;HE206;24.04.2024;1;250
463399;1;SN497;21.08.2024;3;540
975346;3;HE783;24.03.2024;3;750
785770;2;SN503;18.06.2024;4;720
601033;2;HE133;09.04.2024;3;750
328934;3;HE211;01.11.2024;4;1000
312311;1;FO455;06.05.2024;3;690
215172;2;SA807;01.01.2024;3;450
333962;1;CA362;02.07.2024;1;190
877770;3;BA941;24.10.2024;4;480
179881;3;BA736;17.09.2024;4;480
417416;2;CA295;08.01.2024;3;570
361353;2;HE562;03.11.2024;1;250
573902;3;SA372;03.02.2024;4;600
616712;1;BA672;27.03.2024;2;240
583119;2;HE549;19.08.2024;3;750
666865;1;BA941;04.09.2024;2;240
400594;2;SN407;02.02.2024;1;180
698251;1;SN969;14.04.2024;2;360
954317;3;CA895;20.01.2024;1;190
799531;3;SA210;06.10.2024;4;600
288975;2;HE414;31.05.2024;4;1000
836635;3;CA864;21.10.2024;4;760
359051;2;BO968;12.12.2024;2;600
729034;1;HE292;03.09.2024;4;1000
209989;1;SA840;01.07.2024;3;450
646640;2;SA275;24.04.2024;1;150
271974;1;SN116;30.12.2024;1;180
750118;2;CA623;24.11.2024;4;760
370372;1;HE733;23.06.2024;1;250
218307;2;CA502;07.05.2024;4;760
166924;2;SA740;03.06.2024;4;600
623003;3;BO838;26.12.2024;2;600
794246;2;FO529;18.12.2024;1;230
864504;3;CA686;22.04.2024;4;760
620662;3;BO114;11.11.2024;4;1200
927967;2;BA589;28.11.2024;4;480
382281;2;CA163;10.09.2024;4;760
801048;3;FO632;13.08.2024;3;690
359283;1;SN398;16.07.2024;1;180
798856;1;FO693;27.10.2024;2;460
262069;3;CA252;02.11.2024;1;190
591002;2;FO529;02.11.2024;2;460
874169;2;SA674;17.06.2024;1;150
433641;1;SN710;06.09.2024;4;720
890342;2;BO995;16.04.2024;1;300
637665;1;BA771;30.04.2024;3;360
957169;2;CA623;27.03.2024;1;190
301398;2;HE133;07.03.2024;3;750
938832;1;HE133;10.03.2024;1;250
816814;3;BA929;15.10.2024;3;360
446833;3;CA363;16.12.2024;1;190
625679;1;FO445;30.03.2024;4;920
910897;2;FO429;08.10.2024;4;920
875568;1;CA635;04.03.2024;2;380
527778;2;BA971;14.03.2024;2;240
125852;2;CA492;13.11.2024;3;570
469950;3;BO734;21.02.2024;3;900
316601;1;BO790;03.10.2024;3;900
809112;2;FO769;05.02.2024;3;690
106941;1;BA975;29.12.2024;1;120
817785;3;SN483;08.12.2024;2;360
662344;3;BO750;24.05.2024;3;900
139725;2;FO811;08.11.2024;3;690
544547;2;CA540;10.08.2024;2;380
912267;2;BO651;17.07.2024;2;600
694580;1;FO429;18.06.2024;1;230
742495;2;HE530;16.11.2024;3;750
292301;1;BA522;01.01.2024;4;480
383125;1;FO369;29.01.2024;2;460
491687;3;FO675;24.10.2024;1;230
678728;2;BO431;12.06.2024;1;300
774404;3;SN710;09.11.2024;1;180
261071;2;SA210;29.04.2024;4;600
163719;2;BO963;19.08.2024;2;600
283908;3;FO488;10.06.2024;4;920
290605;3;HE861;19.07.2024;1;250
500063;2;SA903;17.10.2024;2;300
145583;3;SA255;20.03.2024;1;150
930978;1;BO241;03.07.2024;3;900
678865;2;CA895;01.04.2024;1;190
619874;2;HE888;11.04.2024;4;1000
949097;1;BA967;27.08.2024;1;120
890955;2;BA296;28.02.2024;3;360
148649;3;BO651;06.10.2024;2;600
634031;1;CA249;09.07.2024;3;570
479031;3;SA600;03.09.2024;2;300
956797;3;FO347;27.11.2024;2;460
144098;3;BO832;07.10.2024;2;600
436058;2;SN211;29.06.2024;2;360
795255;3;SN172;12.04.2024;2;360
832088;3;SN905;27.10.2024;4;720
696848;3;BO651;17.11.2024;4;1200
621146;1;HE658;31.12.2024;3;750
136545;2;HE823;06.11.2024;1;250
660848;3;CA295;10.11.2024;4;760
629087;2;BA735;01.09.2024;3;360
338127;2;CA142;26.08.2024;3;570
482098;2;FO806;19.10.2024;2;460
776641;1;BA975;24.01.2024;4;480
189636;3;BA659;05.07.2024;2;240
331411;2;FO769;09.01.2024;4;920
806041;2;SA275;04.10.2024;3;450
582455;2;SA674;25.08.2024;1;150
226615;3;BO420;06.07.2024;3;900
358602;2;SN825;29.05.2024;3;540
596358;3;CA895;02.01.2024;3;570
341532;1;FO437;10.09.2024;3;690
639259;2;HE733;12.05.2024;3;750
296975;1;FO963;12.11.2024;1;230
181001;1;BO897;03.12.2024;4;1200
189696;3;CA962;16.09.2024;4;760
870267;1;SA840;13.12.2024;3;450
255982;1;CA389;23.11.2024;3;570
163264;3;HE549;07.03.2024;4;1000
866614;3;BO284;24.04.2024;1;300
992326;2;SA911;20.11.2024;1;150
198485;3;HE724;06.03.2024;2;500
383358;3;FO696;04.03.2024;3;690
946253;2;BO734;03.06.2024;1;300
887215;2;SN179;05.08.2024;1;180
665133;2;CA995;16.01.2024;1;190
576852;2;BO605;08.02.2024;1;300
232301;1;HE611;19.10.2024;3;750
498343;1;BA745;19.03.2024;4;480
822881;1;SN918;19.07.2024;3;540
245625;3;SA496;22.08.2024;3;450
739001;1;FO963;08.11.2024;4;920
494283;1;FO392;22.07.2024;2;460
180619;3;CA166;28.02.2024;4;760
991035;1;BO241;19.06.2024;4;1200
249722;1;SA903;01.02.2024;2;300
429472;1;BO995;07.08.2024;2;600
232083;2;FO355;03.02.2024;3;690
809225;1;HE104;12.01.2024;4;1000
621143;2;SA341;24.01.2024;1;150
186974;3;FO685;04.03.2024;3;690
593452;3;CA252;05.09.2024;2;380
782077;2;HE534;11.03.2024;1;250
927405;2;SN521;06.05.2024;2;360
992646;1;CA163;28.03.2024;2;380
575172;2;HE611;04.03.2024;2;500
986734;1;FO405;06.10.2024;1;230
120462;3;HE133;28.08.2024;2;500
506027;1;HE611;07.02.2024;1;250
774793;2;BA818;09.05.2024;3;360
138035;1;CA306;07.03.2024;4;760
101011;3;FO540;04.09.2024;2;460
441581;1;BA290;04.07.2024;2;240
929826;3;SN179;10.10.2024;2;360
572106;2;SN689;22.09.2024;2;360
621838;1;SA154;27.10.2024;4;600
948193;1;HE116;04.04.2024;3;750
636464;3;SN257;22.11.2024;4;720
645067;2;HE624;31.08.2024;3;750
963544;1;SN319;20.02.2024;4;720
163897;3;FO588;03.06.2024;2;460
967375;2;HE861;04.09.2024;1;250
888150;1;CA542;26.09.2024;3;570
445462;2;SN969;16.01.2024;2;360
539664;3;FO609;23.04.2024;3;690
601525;1;CA995;16.08.2024;4;760
878132;2;SN581;18.03.2024;4;720
213402;3;SN529;05.02.2024;1;180
761596;3;BO651;11.04.2024;2;600
988220;1;FO149;06.12.2024;3;690
553681;2;FO928;16.08.2024;2;460
830284;1;BO651;23.07.2024;3;900
550367;2;SN964;01.11.2024;1;180
326267;3;FO685;17.06.2024;4;920
772932;3;BO381;08.03.2024;3;900
642354;2;SN398;11.03.2024;1;180
708450;1;CA807;01.09.2024;2;380
500133;3;SA840;02.03.2024;4;600
907146;3;BA141;08.05.2024;1;120
715363;2;CA295;24.10.2024;3;570
793738;1;BA735;27.11.2024;1;120
245282;1;CA362;07.06.2024;2;380
449168;1;SA275;06.06.2024;4;600
249484;1;SN497;20.11.2024;3;540
641173;2;SA934;08.04.2024;3;450
173174;2;BA751;29.01.2024;4;480
858463;1;SN829;27.09.2024;1;180
780137;2;FO607;22.12.2024;2;460
625631;2;SN138;08.03.2024;1;180
187043;2;SN407;19.05.2024;1;180
831441;1;SN258;03.06.2024;2;360
360192;1;FO325;30.11.2024;3;690
411530;1;SA793;14.07.2024;2;300
496315;2;FO685;12.06.2024;4;920
589724;2;HE724;15.09.2024;1;250
923796;1;SN871;28.06.2024;3;540
738647;2;BA751;13.03.2024;3;360
162026;2;CA293;16.10.2024;2;380
355627;1;SN689;04.01.2024;3;540
163449;3;HE547;31.10.2024;4;1000
418241;2;BO832;16.08.2024;2;600
891349;1;BA672;25.10.2024;3;360
196545;2;BO934;30.12.2024;1;300
662959;2;SA195;01.04.2024;1;150
755770;2;HE414;14.02.2024;1;250
925576;1;CA249;01.05.2024;3;570
937266;2;CA518;13.03.2024;3;570
520097;3;SA720;13.06.2024;1;150
646353;2;SN969;20.09.2024;3;540
883954;2;FO356;24.01.2024;1;230
127082;3;BA201;14.11.2024;1;120
383796;2;HE460;16.12.2024;1;250
441726;2;BO693;19.06.2024;3;900
768023;3;SN483;08.09.2024;3;540
978167;1;HE116;08.04.2024;3;750
980943;3;FO325;03.01.2024;2;460
320105;3;BO915;07.10.2024;4;1200
944007;2;SN119;12.05.2024;1;180
372548;2;FO433;04.09.2024;2;460
829404;1;CA362;21.07.2024;1;190
138775;2;FO355;06.02.2024;3;690
910507;2;FO787;04.10.2024;3;690
779827;1;FO149;31.12.2024;4;920
889555;2;FO802;12.07.2024;3;690
859680;3;SA270;07.07.2024;4;600
401238;3;SN571;25.12.2024;2;360
667233;1;SN812;28.01.2024;3;540
351362;2;SN812;26.10.2024;2;360
471085;2;SA725;17.07.2024;4;600
322999;3;BA251;04.08.2024;3;360
535965;3;CA995;31.10.2024;4;760
483358;2;BO313;01.01.2024;2;600
897984;3;HE549;27.04.2024;2;500
417979;2;CA514;02.06.2024;2;380
179457;3;FO355;27.01.2024;1;230
665306;2;HE116;09.11.2024;4;1000
167082;3;SA281;17.06.2024;2;300
705848;3;SN905;25.04.2024;1;180
314669;1;CA895;11.06.2024;3;570
516837;1;BO313;29.03.2024;2;600
243911;1;BA726;31.10.2024;2;240
423678;3;BA872;19.01.2024;3;360
913552;3;BO305;04.03.2024;4;1200
187688;1;SN743;24.06.2024;2;360
459419;1;BO651;10.05.2024;4;1200
353396;2;CA716;26.06.2024;1;190
453066;3;FO588;31.03.2024;1;230
913057;3;SN992;08.08.2024;4;720
668232;3;FO538;09.10.2024;2;460
639994;2;HE698;04.10.2024;3;750
543847;1;SN147;09.02.2024;1;180
163098;2;BO381;21.11.2024;1;300
877756;2;BA247;06.05.2024;3;360
527025;1;SN735;24.07.2024;1;180
579717;3;FO988;26.06.2024;1;230
137074;3;FO373;19.08.2024;1;230
142794;3;BA736;16.01.2024;1;120
973771;2;SN398;26.03.2024;4;720
698193;3;BA120;04.06.2024;3;360
838395;2;FO581;29.10.2024;2;460
641090;3;CA252;03.04.2024;1;190
897669;2;SA991;21.05.2024;2;300
162951;1;HE601;25.12.2024;1;250
173569;2;HE508;20.08.2024;2;500
926552;2;HE861;29.11.2024;1;250
857524;2;BO125;08.08.2024;3;900
501817;1;BO526;29.03.2024;2;600
157952;3;CA389;04.05.2024;3;570
708973;2;SN829;24.02.2024;3;540
586478;3;FO675;03.08.2024;3;690
608064;2;BO284;17.03.2024;4;1200
627416;1;SN407;08.04.2024;3;540
364477;3;SA270;04.04.2024;1;150
664963;2;BO114;27.01.2024;1;300
866958;3;HE955;21.04.2024;4;1000
261116;1;BA672;03.11.2024;2;240
174999;1;FO355;29.10.2024;3;690
551337;2;CA635;11.04.2024;3;570
775469;2;BO934;08.06.2024;1;300
711715;1;FO704;12.02.2024;1;230
122101;1;SN258;20.09.2024;4;720
621410;1;SA740;07.05.2024;4;600
782783;3;BA325;09.05.2024;2;240
330549;1;BA661;14.07.2024;1;120
277362;3;CA472;07.07.2024;4;760
280630;3;FO112;23.09.2024;4;920
320782;3;SN825;14.04.2024;1;180
398570;2;HE508;21.09.2024;2;500
368207;2;HE595;17.04.2024;2;500
124132;3;BO185;30.01.2024;2;600
158517;3;SA793;26.11.2024;3;450
332139;1;HE595;12.04.2024;2;500
161926;3;CA320;11.12.2024;2;380
180203;1;SN179;25.08.2024;2;360
615668;2;SN319;28.08.2024;2;360
690045;1;BO325;07.06.2024;4;1200
510134;2;CA635;01.08.2024;3;570
428018;3;SN497;11.04.2024;3;540
767491;3;BO325;19.06.2024;2;600
640617;3;SA549;28.03.2024;3;450
672332;2;CA842;08.02.2024;1;190
965310;2;SN512;02.04.2024;4;720
439307;2;FO588;10.06.2024;3;690
940355;2;SN179;03.09.2024;4;720
570940;2;BO118;12.06.2024;4;1200
713793;3;FO356;11.10.2024;3;690
402166;1;CA962;12.02.2024;2;380
439938;3;SN992;26.10.2024;3;540
282314;1;BO199;18.04.2024;3;900
931799;3;BO920;23.02.2024;1;300
468599;2;CA901;03.06.2024;1;190
601942;3;SN689;14.01.2024;4;720
780910;2;FO923;03.09.2024;2;460
199487;2;BO790;14.02.2024;3;900
622745;2;BA872;08.06.2024;1;120
424512;3;BO381;11.08.2024;4;1200
409017;1;HE508;31.01.2024;2;500
359061;3;HE534;15.03.2024;3;750
364540;1;HE562;27.06.2024;1;250
614080;1;BA784;06.11.2024;3;360
737862;2;BO354;23.12.2024;1;300
411569;3;HE624;29.12.2024;1;250
271041;2;FO806;19.08.2024;3;690
695151;1;CA274;05.05.2024;3;570
930638;1;SN710;14.09.2024;2;360
253262;3;SN258;05.05.2024;2;360
734969;2;SA210;15.06.2024;1;150
426028;1;BO420;06.02.2024;1;300
137205;1;BO703;03.08.2024;4;1200
665578;2;CA901;05.04.2024;1;190
424278;1;BA311;11.08.2024;2;240
966508;2;HE796;24.09.2024;4;1000
889576;3;CA901;29.06.2024;3;570
237427;3;CA252;19.12.2024;3;570
969196;1;BA296;15.12.2024;1;120
583384;3;BA736;25.09.2024;4;480
558295;2;BO147;25.06.2024;4;1200
530482;2;BO114;14.08.2024;1;300
535752;2;BO703;01.05.2024;3;900
836670;3;HE724;09.01.2024;2;500
216172;2;BO856;27.07.2024;1;300
706763;1;CA166;21.01.2024;2;380
